Duty_No,Trip_No_in_Duty,Route_No,Trip_Code,Source_Marathi,Source_English,Destination_Marathi,Destination_English,Via_Stops,Distance_KM,Departure_Time,Arrival_Time,Trip_Type,Frequency,Rest_Remark,Duty_Total_KM,Spread_Over,Steering_Duty,Remark,School_Trip,Mail_Flag,Excel_Row_Ref
61,1,126010,66987,कुडाळ डेपो,Kudal St Depot,मालवण,Malvan,"कडाळ रेल्वेस्टेे.,कुडाळ धाामापुर",32.5,14:00,15:15,,,,,,,,,,318
61,2,125491,66988,मालवण,Malvan,कुडाळ रेल्वेस्टे,Kudal Rly. Stn.,धामापुर कुडाळ (जुने स्था),29.5,15:30,16:30,,,,,,,,,,319
61,3,19952,66989,कुडाळ रेल्वेस्टे,Kudal Rly. Stn.,मालवण,Malvan,"कुडाळ (जुने स्था) ,धामापुर",29.5,17:00,18:00,,,,,,,,,,320
61,4,125491,66990,मालवण,Malvan,कुडाळ रेल्वेस्टे,Kudal Rly. Stn.,धामापुर कुडाळ (जुने स्था),29.5,18:10,19:10,,,,,,,,,,321
61,5,19952,66991,कुडाळ रेल्वेस्टे,Kudal Rly. Stn.,मालवण,Malvan,"कुडाळ (जुने स्था) ,धामापुर",29.5,19:30,20:30,,,विश्रांती 16.30-17.00,150.5,07:10,06:35,,,,322
62,1,125491,66992,मालवण,Malvan,कुडाळ रेल्वेस्टे,Kudal Rly. Stn.,धामापुर कुडाळ (जुने स्था),29.5,06:05,07:05,,,,,,,,,,326
62,2,19952,66993,कुडाळ रेल्वेस्टे,Kudal Rly. Stn.,मालवण,Malvan,,29.5,08:00,09:00,,,,,,,,,,327
62,3,125491,66994,मालवण,Malvan,कुडाळ रेल्वेस्टे,Kudal Rly. Stn.,धामापुर कुडाळ (जुने स्था),29.5,09:30,10:30,,,,,,,,,,328
62,4,19952,66995,कुडाळ रेल्वेस्टे,Kudal Rly. Stn.,मालवण,Malvan,,29.5,11:00,12:00,,,,,,,,,,329
62,5,125389,66996,मालवण,Malvan,कुडाळ डेपो,Kudal St Depot,"धामापुर कुडाळ ,कुडाळ रेस्टे",32.5,12:30,13:45,,,,150.5,08:05,06:20,,,,330
63,1,126056,66997,कुडाळ आगार,Kudal St Depot,आंजिवडे,Anjiwade,शालेय,45,11:30,13:05,,,,,,,,SCHOOL,,332
63,2,126057,66998,आंजिवडे,Anjiwade,कुडाळ,Kudal St Depot,,43.5,13:15,14:45,,,,,,,,,,333
63,3,125921,66999,कुडाळ,Kudal St Depot,घोडगे मळेवाड,,मळेवाड,41.7,16:00,17:35,,,,,,,,,,334
63,4,126082,67000,घोडगे मळेवाड,,कासारखिंड,Kasar Khind,,9.1,17:45,18:05,,,6 तासात ड्यूटि संपते,139.3,07:15,06:00,,,,335
64,1,114276,67001,कासारखिंड,Kasar Khind,कुडाळ,Kudal St Depot,हर्डी,43.9,06:20,07:50,,,,,,,,,,337
64,2,125924A,67002,कुडाळ,Kudal St Depot,दुर्गनगर लाडवाडी,Duragnagar,घोडगे,49.9,08:00,09:55,,,,,,,,,,338
64,3,125926,67003,दुर्गनगर लाडवाडी,Duragnagar,कुडाळ आगार,Kudal St Depot,,51.4,10:05,12:10,,,,145.2,06:15,06:15,,,,339
65,1,107876,67004,कुडाळ आगार,Kudal St Depot,सरंबळ,Sarambal Kadamwadi,,12.6,10:00,10:30,,,,,,,,,,341
65,2,19941,67005,सरंबळ,Sarambal Kadamwadi,कुडाळ,Kudal St Depot,,11.5,10:40,11:10,,,,,,,,,,342
65,3,76657,67006,कुडाळ,Kudal St Depot,सिंधदुर्गनगरी,,अणाव मार्ग,21.4,11:30,12:15,SC,SUN,,,,,,,,343
65,4,76658A,67007,सिंधदुर्गनगरी,,कुडाळ आगार,Kudal St Depot,सरळ,23.6,13:30,14:20,SC,SUN,,,,,,,,344
65,5,155207A,67008,कुडाळ आगार,Kudal St Depot,निळेली बामणादेवी,,व्हाया तुळसुली घावनळे,30.3,15:30,16:30,,,,,,,,,,345
65,6,155208A,67009,निळेली बामणादेवी,,कुडाळ,Kudal St Depot,व्हाया घावनळे तुळसुली,28.8,16:40,17:40,,,,,,,,,,346
65,7,126123,67010,कुडाळ,Kudal St Depot,हिर्लाेक तिवरवाडी,Hirlok,शालेय हिंदेवाडी,25.8,18:00,18:55,,,विश्रांती 14.00-15.20,154,09:35,06:30,,SCHOOL,,347
66,1,126124,67011,तिवरवाडी हिर्लाेक,Tiwarwadi,कुडाळ,Kudal St Depot,शालेय हिंदेवाडी,25.8,06:35,07:35,,,,,,,,SCHOOL,,349
66,2,125955,67012,कुडाळ,Kudal St Depot,घावनळे,Ghavanale Gaothan Wadi,शालेय,17.8,07:45,08:25,,,,,,,,SCHOOL,,350
66,3,125956,67013,घावनळे,Ghavanale Gaothan Wadi,कुडाळ आगार,Kudal St Depot,,17.8,08:35,09:15,,,,,,,,,,351
66,4,10970,67014,कुडाळ,Kudal St Depot,मळइर्,Malai,पागेरेवाडी तोंडोली एमआयडीसी,33.8,10:00,11:20,,,,,,,,,,352
66,5,19926,67015,मळइर्,Malai,कुडाळ आगार,Kudal St Depot,पागेरेवाडी,35.3,11:35,12:55,,,विश्रांती 9.15-9.40,130.5,06:20,06:05,,,,353
67,1,126346,67016,कुडाळ डेपो,Kudal St Depot,वोंगुर्ले,Vengurle,दाभोली LOKHANDEWADI,26.5,08:10,09:10,SC,SAT & SUN,,,,,,,,355
67,2,107832,67017,वोंगुर्ले,Vengurle,कुडाळ आगार,Kudal St Depot,मठ,25.2,09:30,10:30,SC,SAT & SUN,,,,,,,,356
67,3,126210,67018,कुडाळ,Kudal St Depot,सावंतवाडी,Sawantwadi,,20.7,11:30,12:10,SC,SAT & SUN,,,,,,,,357
67,4,11148,67019,सावंतवाडी,Sawantwadi,कुडाळ आगार,Kudal St Depot,,22.2,12:20,13:00,SC,SAT & SUN,,,,,,,,358
67,5,10966,67020,कुडाळ आगार,Kudal St Depot,कोचरा,Kochara Shriramwadi,,25,15:00,15:50,SC,SUN,,,,,,,,359
67,6,155209A,67021,कोचरा,Kochara Shriramwadi,निवती,Niwati Bandar,,15.1,16:20,16:50,SC,SAT & SuN,,,,,,,,360
67,7,19934,67022,निवती,Niwati Bandar,कुडाळ,Kudal St Depot,,24,17:00,18:00,SC,SAT & SuN,,,,,,,,361
67,8,125952,67023/1,कुडाळ,Kudal St Depot,कुसगाव,Kusgaon,,29.7,18:10,19:10,SC,SAT & SUN,,188.4,11:05,08:00,,,,362
67,,126074,67080,कोचरा,Kochara Shriramwadi,कुडाळ,Kudal St Depot,,23.5,16:20,17:20,,SAT & sun onlY,,,,,,,,363
68,1,125953,67024,कुसगाव,Kusgaon,कुडाळ,Kudal St Depot,,29.7,06:20,07:20,,,,,,,,,,366
68,2,10933A,67025,कुडाळ,Kudal St Depot,बामणादेवी,Bamanadevi School,टपाल,16.5,07:40,08:15,,,,,,,,,,367
68,3,19865,67026,बामणादेवी,Bamanadevi School,कुडाळ,Kudal St Depot,टपाल,16.5,08:25,09:00,,,,,,,,,,368
68,4,152343,67027,कुडाळ,Kudal St Depot,म.केरवडे,Mahadevache Kerawade,malachirai,34.9,09:20,10:25,,,,,,,,,,369
68,5,152541,67028,म.केरवडे,Mahadevache Kerawade,कुडाळ आगार,Kudal St Depot,malachirai,36.4,10:35,11:45,,,,134,05:50,05:30,,,,370
69,1,10958,67029,कुडाळ आगार,Kudal St Depot,कर्ली,Karli,पाट,28,13:45,14:45,,,,,,,,,,372
69,2,19902,67030,कर्ली,Karli,कुडाळ,Kudal St Depot,पाट,26.5,14:50,15:50,,,,,,,,,,373
69,3,10975,67031,कुडाळ,Kudal St Depot,नारर,Narur Mahalaxmi Mandir,,29.3,16:00,17:10,,,,,,,,,,374
69,4,125462,67032,नारर,Narur Mahalaxmi Mandir,कुडाळ,Kudal St Depot,रांगणातुळसुली,32.3,17:20,18:30,,,,,,,,,,375
69,5,10975,67033,कुडाळ,Kudal St Depot,नारर,Narur Mahalaxmi Mandir,बांबर्डे,29.3,18:45,19:45,,,,145.4,06:40,06:35,,,,376
70,1,125462,67034,नारर,Narur Mahalaxmi Mandir,कुडाळ,Kudal St Depot,बांबर्डे,32.3,06:20,07:20,,,,,,,,,,378
70,2,128431,67035,कुडाळ,Kudal St Depot,परळे,Parule,,29,07:45,08:55,,,,,,,,,,379
70,3,128432,67036,परळे,Parule,कुडाळ,Kudal St Depot,,29,09:05,10:15,,,,,,,,,,380
70,4,10977,67037,कुडाळ,Kudal St Depot,निवती,Niwati Bandar,,24,10:30,11:30,,,,,,,,,,381
70,5,19934,67038,निवती,Niwati Bandar,कुडाळ,Kudal St Depot,,24,11:40,12:40,,,6 तासात ड्यूटि संपते,,,,,,,382
70,6,107838,67039,कुडाळ,Kudal St Depot,बाव,Bav,,6.4,13:00,13:15,,,,,,,,,,383
70,7,107839,67040,बाव,Bav,कुडाळ आगार,Kudal St Depot,,7.9,13:25,13:40,,,,152.6,07:45,07:15,,,,384
71,1,61550,67041,कुडाळ आगार,Kudal St Depot,केळुस,Kelus Mobarwadi,तोंडोली,23.4,12:30,13:20,,,,,,,,,,386
71,2,61551,67042,केळुस,Kelus Mobarwadi,कुडाळ,Kudal St Depot,,21.9,13:30,14:20,,,,,,,,,,387
71,3,122649,67043,कुडाळ,Kudal St Depot,चिपी शाळा,Chipi School,,21.5,15:20,16:10,,,,,,,,,,388
71,4,122650,67044,चिपी शाळा,Chipi School,कुडाळ,Kudal St Depot,,21.5,16:20,17:20,,,,,,,,,,389
71,5,10933A,67045,कुडाळ,Kudal St Depot,बामणादेवी,Bamanadevi School,खुटवळवाडी,16.5,17:30,18:00,,,,,,,,,,390
71,6,19865,67046,बामणादेवी,Bamanadevi School,कुडाळ,Kudal St Depot,खुटवळवाडी,16.5,18:05,18:35,,,,,,,,,,391
71,7,107873,67047,कुडाळ,Kudal St Depot,केळुस,Kelus Mobarwadi,तोंडोली,21.9,18:45,19:45,,,6 तासात ड्यूटि संपते,143.2,07:55,07:05,,,,392
72,1,61551,67048,केळुस,Kelus Mobarwadi,कुडाळ,Kudal St Depot,तोंडोली,21.9,06:40,07:30,,,,,,,,,,394
72,2,10962,67049,कुडाळ,Kudal St Depot,केरवडे,Kerawade,,12,08:20,08:50,,,,,,,,,,395
72,3,107836,67050,केरवडे,Kerawade,कुडाळ,Kudal St Depot,,12,09:00,09:30,,,,,,,,,,396
72,4,125955A,67051,कुडाळ,Kudal St Depot,घावनळे,Ghavanale Gaothan Wadi,माणगांव हॉस्पीटल,18.8,09:40,10:25,,,,,,,,,,397
72,5,125956A,67052,घावनळे,Ghavanale Gaothan Wadi,कुडाळ,Kudal St Depot,,18.8,10:35,11:15,,,,,,,,,,398
72,6,10974,67053,कुडाळ,Kudal St Depot,नारर,Narur Mahalaxmi Mandir,,23.5,11:30,12:30,,,,,,,,,,399
72,7,19929,67054,नारर,Narur Mahalaxmi Mandir,कुडाळ आगार,Kudal St Depot,,25,12:40,13:40,,,6 तासात ड्यूटि संपते,132,07:25,06:40,,,,400
73,1,107831,67055,कुडाळ आगार,Kudal St Depot,वोंगुर्ले,Vengurle,मठ,25.2,11:50,12:50,,,,,,,,,,406
73,2,107833,67056,वोंगुर्ले,Vengurle,कुडाळ आगार,Kudal St Depot,दाभोली,26.5,13:10,14:10,,,,,,,,,,407
73,3,10986,67057,कुडाळ आगार,Kudal St Depot,शिवापुर,Shivapur High School,,44.2,15:30,17:10,,,,,,,,,,408
73,4,126063,67058,शिवापुर,Shivapur High School,कुडाळ,Kudal St Depot,,42.8,17:20,19:00,,,,,,,,,,409
73,5,10955,67059,कुडाळ,Kudal St Depot,कालवीबंदर,Kalvi Bandar,,22.3,19:10,20:10,,,विश्रांती 12.20-15.15,161,09:00,07:30,,,,410
74,1,59753,67060,कालवीबंदर,Kalvi Bandar,कुडाळ,Kudal St Depot,,22.3,06:00,07:00,,,,,,,,,,412
74,2,10958A,67061,कुडाळ,Kudal St Depot,कर्ली,Karli,,26.5,07:30,08:30,,,,,,,,,,413
74,3,126169,67062,कर्ली,Karli,कुडाळ,Kudal St Depot,देसाइर्वाडा,25,08:40,09:40,,,,,,,,,,414
74,4,108314,67063,कुडाळ,Kudal St Depot,भोगवे,Bhogave,"पाट ,परळे",28.7,10:00,11:00,,,,,,,,,,415
74,5,108315,67064,भोगवे,Bhogave,कुडाळ आगार,Kudal St Depot,"परळे ,पाट",30.2,11:10,12:10,,,6 तासात ड्यूटि संपते,132.7,06:35,06:05,,,,416
75,1,146971,L3471,कुडाळ ( पणजी),,कोल्हापुर,Kolhapur,"गगनबावडा ,कोल्हापुर ,कराड ,सातारा",143.1,16:00,20:15,Non Obl,Daily,,143.1,05:00,05:00,,,,418
76,,146971,L3471,कोल्हापुर,Kolhapur,पुणे स्टेशन,Pune Rly. Stn.,"कराड 6 KM सातारा 3.7 KM ,",247.1,20:45,02:00,Non Obl,Daily,6 तासांत डयुटी संपते,247.1,05:45,05:45,,,,420
77,1,107454A,L3472,पुणे स्टेशन,Pune Rly. Stn.,कोल्हापुर,Kolhapur,"सातारा ,कराड",237.4,18:15,23:45,Non Obl,Daily,6 तासांत डयुटी संपते,237.4,06:00,05:45,,,,422
78,,107454A,L3472,कोल्हापुर (पुणे),Kolhapur,कुडाळ आगार,Kudal St Depot,गगनबावडा,146.8,,04:15,Non Obl,Daily,विश्रांती 5.20-6.00,177.4,07:40,05:55,,,,424
78,1,10995,67065,कुडाळ आगार,Kudal St Depot,मा.मंदिर,Mauli Mandir,,15.3,06:00,06:25,sc,SUN,,,,,,,,425
78,2,107820,67066,मा.मंदिर,Mauli Mandir,कुडाळ,Kudal St Depot,midc,15.3,06:35,07:10,sc,SUN,,,,,,,,426
79,1,126010,67067,कुडाळ आगार,Kudal St Depot,मालवण,Malvan,,32.5,13:30,14:30,SC,SAT  & sun,,,,,,,,428
79,2,125491,67068,मालवण,Malvan,कुडाळ,Kudal St Depot,,29.5,15:00,16:00,SC,SAT  & sun,,,,,,,,429
79,3,129311,67069,कुडाळ,Kudal St Depot,कोरजाइर्,Korjai,पाट कर्ली,31.8,16:20,17:20,SC,SAT  & sun,,,,,,,,430
79,4,129192,67070,कोरजाइर्,Korjai,कुडाळ,Kudal St Depot,पाट सरळ,27.2,17:30,18:30,SC,SAT  & sun,,,,,,,,431
79,5,125425,67071,कुडाळ,Kudal St Depot,दुतोंड,Dutond,,34.6,18:40,19:50,SC,SAT  & sun,,155.6,07:00,06:30,,,,432
80,1,125426,67072,दुतोंड,Dutond,कुडाळ,Kudal St Depot,व्हाया कोरजाइर्,34.6,06:00,07:10,sc,SUN,,,,,,,,434
80,2,138927,67073,कुडाळ,Kudal St Depot,सिंधदुर्गनगरी,,,18.6,07:45,08:15,sc,SUN,,,,,,,,435
80,3,76658,67074,सिंधदुर्गनगरी,,कुडाळ,Kudal St Depot,,18.6,08:25,08:55,sc,SUN,,,,,,,,436
80,4,10966A,67075,कुडाळ,Kudal St Depot,कोचरा,Kochara Shriramwadi,,23.5,09:00,09:55,,,,,,,,,,437
80,5,126074A,67076,कोचरा,Kochara Shriramwadi,कुडाळ,Kudal St Depot,,23.5,10:05,11:00,,,,,,,,,,438
80,6,128431,67077,कुडाळ,Kudal St Depot,परळे,Parule,,29,11:10,12:20,,,,,,,,,,439
80,7,107824,67078,परळे,Parule,कुडाळ आगार,Kudal St Depot,,30.5,12:25,13:35,,,,178.3,08:00,07:30,,,,440
83,,,,सावंतवाडी,Sawantwadi,बांदा,,,12.6,,,,,,,,,,,,447
83,,,,बांदा,,चिपळुण,,,261.3,,,,,,273.9,10:05,08:20,,,,448
84,,,,चिपळुण,,बोरिवली,,,282.2,,,,,,282.2,07:55,07:25,,,,450
85,,,,बोरिवली,,चिपळुण,,,282.2,,,,,,282.2,07:45,07:15,,,,452
86,,,,चिपळुण,,बांदा,,,261.3,,,,,,273.9,07:35,07:20,,,,454
86,,,,बादां,,सावंतवाडी,Sawantwadi,,12.6,,,,,,,,,,,,455
81,,129538A,L3439\1,कुडाळ आगार,Kudal St Depot,पंभ्रपुर,Pandharpur,"फोंडा ,कोल्हापुर ,सांगली",340.3,10:30,19:55,,,,339.9,10:10,09:40,,,,472
82,,125961A,L3440\1,पंभ्रपुर,Pandharpur,कुडाळ आगार,Kudal St Depot,"सांगली ,कोल्हापुर ,फोंडा",340.3,05:15,14:40,,,,339.9,09:55,09:25,,,,474
54,1,45353,66959,कुडाळ आगार,Kudal St Depot,पणजी,Panjim,पत्रादेवी,83.6,06:10,08:50,NON,SUN,,,,,,,,477
54,2,107818,66960,पणजी,Panjim,कुडाळ,Kudal St Depot,पत्रादेवी ( आगारात बसुन जाणे),82.1,09:25,12:05,NON,SUN,,,,,,,,478
